6/5 13:40:17.137  COMBAT_LOG_VERSION,4,ADVANCED_LOG_ENABLED,0
6/5 13:41:28.772  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,2151,0,1,0,0,0,nil,nil,nil
6/5 13:41:28.883  SPELL_CAST_FAILED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,190411,"Whirlwind",0x1,"Not yet recovered"
6/5 13:41:29.052  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:29.052  SPELL_MISSED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,199667,"Whirlwind",0x1,PARRY,nil
6/5 13:41:29.052  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,365,365,0,nil
6/5 13:41:29.052  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0xa28,0x0,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,7623,0,1,0,0,0,1,nil,nil
6/5 13:41:29.052  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:29.052  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,79,79,0,nil
6/5 13:41:29.052  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0xa28,0x0,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,1658,0,1,0,0,0,nil,nil,nil
6/5 13:41:29.052  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,93,93,0,nil
6/5 13:41:29.052  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,1947,0,1,0,0,0,nil,nil,nil
6/5 13:41:29.228  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:29.228  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,372,372,0,nil
6/5 13:41:29.228  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,7772,0,1,0,0,0,1,nil,nil
6/5 13:41:29.228  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:29.228  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,104,104,0,nil
6/5 13:41:29.228  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,2176,0,1,0,0,0,nil,nil,nil
6/5 13:41:30.033  SPELL_AURA_REMOVED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,184362,"Enrage",0x1,BUFF
6/5 13:41:30.200  SPELL_AURA_REMOVED_DOSE,0000000000000000,nil,0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,159675,"Mark of Warsong",0x10,BUFF,3
6/5 13:41:30.560  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,202164,"Bounding Stride",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:30.560  SPELL_AURA_APPLIED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,202164,"Bounding Stride",0x1,BUFF
6/5 13:41:30.560  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,52174,"Heroic Leap",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:31.384  SPELL_AURA_REMOVED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,215572,"Frothing Berserker",0x1,BUFF
6/5 13:41:32.192  SPELL_AURA_REMOVED_DOSE,0000000000000000,nil,0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,159675,"Mark of Warsong",0x10,BUFF,2
6/5 13:41:33.631  SPELL_AURA_REMOVED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,202164,"Bounding Stride",0x1,BUFF
6/5 13:41:34.174  SPELL_AURA_REMOVED_DOSE,0000000000000000,nil,0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,159675,"Mark of Warsong",0x10,BUFF,1
6/5 13:41:36.149  SPELL_AURA_REMOVED,0000000000000000,nil,0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,159675,"Mark of Warsong",0x10,BUFF
6/5 13:41:48.809  SPELL_AURA_REMOVED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,85739,"Meat Cleaver",0x1,BUFF
